Job Role,Company Name,Location,Date Posted,Apply Link,Company Link,No. of Applicants,Company / Job Details,Source
"Senior/Lead Decision Scientist, Data & Analytics (Nashville, TN)",Starbucks,"Nashville, TN 37203",30+ days ago,https://www.indeed.com/viewjob?jk=b3c0c2a042b43a44,N/A,N/A,"Be part of the team that powers data-driven decision-making across our data democratization team at coffeehouse operations, Partners and Supply Chain domain.",Indeed
Operations Data Analyst,Computershare,"Frisco, TX",1 day ago,https://www.indeed.com/viewjob?jk=f4437be1a333c7c2,N/A,N/A,"Experience presenting data, trends, and insights to stakeholders.
Ability to ensure data quality, consistency, and accuracy.",Indeed
Data Analyst,Sporting Kansas City,"Kansas City, KS 66111",4 days ago,https://www.indeed.com/viewjob?jk=c531d806201ae927,N/A,N/A,"Provide data and analytical support across the Club to enhance data understanding, adoption and application.
Bachelor's degree in data science or related STEM…",Indeed
Sales Operations Analyst [ Sales Analyst],IND Technology,"Broomfield, CO 80021",30+ days ago,https://www.indeed.com/viewjob?jk=7b69a58e801354e3,N/A,N/A,"3–5 years of experience in Sales Operations, Sales Administration, Sales Analytics, or a related business support role.",Indeed
Business Intelligence Analyst,Uline,"Pleasant Prairie, WI 53158",23 days ago,https://www.indeed.com/viewjob?jk=c1f4429f6e449377,N/A,N/A,"Develop data models and visualizations to support business decisions and forecast impacts.
Experience using data intelligence, predictive analytics or AI-…",Indeed
Sales & Marketing Operations Analyst,G&H Solutions,"Woodland Hills, CA 91367",30+ days ago,https://www.indeed.com/viewjob?jk=dd3027cbd6ab064c,N/A,N/A,"Support monthly sales forecasting by market using pipeline and historical data.
Connect our sales, dispatch, and marketing systems so data flows cleanly between…",Indeed
Business Data Analyst Manager,Chery Industrial Inc.,"Garden City, NY 11530",30+ days ago,https://www.indeed.com/viewjob?jk=fc4356c48c9fee92,N/A,N/A,"Strong attention to detail, data quality, problem-solving, and independent project management skills.
The analyst will develop reliable reporting, identify…",Indeed
HRIS Business Systems Analyst,University of North Carolina - Charlotte,"Charlotte, NC 28223",1 day ago,https://www.indeed.com/viewjob?jk=be00ffde45e5ec74,N/A,N/A,"Develop reports and fulfill data requests for HR/Payroll/Position Control data.
This includes recommending solutions, gathering and documenting requirements for…",Indeed
Human Resources Analyst,Uline,"Pleasant Prairie, WI 53158",10 days ago,https://www.indeed.com/viewjob?jk=0577e3ef2de4aafb,N/A,N/A,"Are you an analytical problem-solver who enjoys turning data into business insights?
Improve HR data quality by identifying trends, recommending process…",Indeed
"[US DC] Senior Analyst, Planning Excellence",HelloFresh,"Aurora, IL",21 days ago,https://www.indeed.com/viewjob?jk=c82170b6c11e756f,N/A,N/A,Utilize data analysis skills to solve complex problems and make data-driven recommendations with minimal supervision.,Indeed
Business Outcome Analyst,Atlas Air,"Miami, FL",30+ days ago,https://www.indeed.com/viewjob?jk=90ff21e893bcc0d2,N/A,N/A,"Minimum 3 years of experience as a business analyst, scrum master or product manager.
They are a blend of business analyst, scrum master, project manager,…",Indeed
Claims Administrative Analyst,MetroPlusHealth,"New York, NY 10261",30+ days ago,https://www.indeed.com/viewjob?jk=e3fc2556aa0ad24d,N/A,N/A,"Minimum 3 years’ health plan experience with a CRM tool; Salesforce a plus.
The Salesforce Analyst is accountable for performing analysis and administrative…",Indeed
Supply Chain Financial Analyst,Uline,"Pleasant Prairie, WI 53158",23 days ago,https://www.indeed.com/viewjob?jk=aa9d12ebaeaabf82,N/A,N/A,"Develop and review logistics spending using data mining tools to identify trends, variances and opportunities to present to leadership.",Indeed
Data Analyst,Capgemini,"San Francisco, CA 94107",2 days ago,https://www.indeed.com/viewjob?jk=eff79b6dba2f62e4,N/A,N/A,"Strong data validation, analytical thinking, and attention to detail.
Provide support in testing and validating data models built on Databricks.",Indeed
"Data Analyst, People Products",Tesla,"Palo Alto, CA 94304",3 days ago,https://www.indeed.com/viewjob?jk=d1212d2bb44a827d,N/A,N/A,"Collect, analyze, and present data from the system when provided a subset of potentially unrelated data points/filters to draw conclusions.",Indeed
Data Analyst,"Interclypse, Inc.","Annapolis Junction, MD",30+ days ago,https://www.indeed.com/viewjob?jk=397d0bdd688f70cc,N/A,N/A,"Experience as a data analyst or similar role with a strong understanding of data analysis techniques.
Three (3) years of experience in data analytics.",Indeed
Data Analyst I,Verdantas,"San Ramon, CA 94583",3 days ago,https://www.indeed.com/viewjob?jk=8bf1c2b70fb89bcd,N/A,N/A,"Help document data processes and ensure data accuracy and consistency.
Collaborate with cross-functional teams to understand data needs and business objectives.",Indeed
Manufacturing Systems & Data Analyst,Kratos Industries LLC,"Arvada, CO 80004",6 days ago,https://www.indeed.com/viewjob?jk=b1f6f8308f830c62,N/A,N/A,"ERP/MES data extraction experience.
SQL or basic scripting for data automation.
Demonstrated experience standing up shop-floor data collection — and a working…",Indeed
Senior Analyst Reporting,Enbridge,"Salt Lake City, UT",1 day ago,https://www.indeed.com/viewjob?jk=2a6528a58e3123a7,N/A,N/A,"Knowledge of modern data platforms such as Databricks, cloud data lakes, or distributed data processing environments.",Indeed
Data Analyst,Redcentric,"Houston, TX 77032",16 days ago,https://www.indeed.com/viewjob?jk=33f94e73d2506f82,N/A,N/A,"Familiarity with data privacy regulations.
Proven experience in data analysis or a related field.
Assist in the development and implementation of data…",Indeed
Data Analyst II,SOLUTION ONE INDUSTRIES,"Fort Detrick, MD 21702",Just posted,https://www.indeed.com/viewjob?jk=6f65f9129dc6fd98,N/A,N/A,"Knowledge of database concepts, data management practices, and data governance principles.
Strong attention to detail with a commitment to data accuracy and…",Indeed
"Data Analyst, Supply Chain",Tesla,"Lathrop, CA 95330",30+ days ago,https://www.indeed.com/viewjob?jk=80c45cc22ded6028,N/A,N/A,"Develop and maintain automated data pipelines for daily workflow orchestration, data extraction, transformation, and reporting.
Company paid Basic Life, AD&D.",Indeed
Data Analyst,KPH Healthcare Services,"East Syracuse, NY 13057",22 days ago,https://www.indeed.com/viewjob?jk=0d5cad0cfbc851e7,N/A,N/A,"Perform data validation and reconciliation across systems and reports.
Maintain documentation of filings, methodologies, and supporting data.",Indeed
Data Analyst,Sharebot,"Newark, NJ",17 days ago,https://www.indeed.com/viewjob?jk=220d45c28d05f28a,N/A,N/A,"2+ years of experience in a data analyst or similar role.
Experience with data warehousing or ETL processes.
Ensure data accuracy, integrity, and consistency.",Indeed
Product Data Analyst,Steelcase,"Grand Rapids, MI 49508",Just posted,https://www.indeed.com/viewjob?jk=432526268008a03c,N/A,N/A,"Ability to analyze information with a high degree of accuracy, attention to detail, and data quality focus.
Experience working with product data, databases, or…",Indeed
Data Analyst,Cervello Global Corporation,"Quantico, VA 22134",30+ days ago,https://www.indeed.com/viewjob?jk=32028f7f00eda875,N/A,N/A,"The Data Analyst will provide critical data collection, research, and analysis services to identify and record PoA data points from various sources.",Indeed
Production Control Data Analyst,"Subaru of Indiana Automotive, Inc.","Lafayette, IN 47905",2 days ago,https://www.indeed.com/viewjob?jk=f16a37ae1be4823d,N/A,N/A,"Bachelor’s degree in Information Technology, Data Analytics, related field, plus 3-5 years of experience.
Use data modeling tools to translate requirements into…",Indeed
Data Analyst,CharterUP,"Atlanta, GA 30326",30+ days ago,https://www.indeed.com/viewjob?jk=de3cb1d2beaab189,N/A,N/A,"Step 5 - In-person Interview.
Experience with data manipulation, cleaning, and transformation techniques.
Conduct statistical analysis and model data to predict…",Indeed
Data Analyst,AttainIT Technologies,"Herndon, VA 20171",30+ days ago,https://www.indeed.com/viewjob?jk=a886191da6f5aaad,N/A,N/A,Demonstrated professional experience working with time-series data and the use of date and time expressions in Oracle using sponsor’s personnel data.,Indeed
Data Analytics Analyst,Buchanan County Health Center,"Independence, IA 50644",18 days ago,https://www.indeed.com/viewjob?jk=f5546da6b8a77fb0,N/A,N/A,"3-5 years’ experience in a data analysis role or equivalent is preferred.
3-5 years' experience in working with Microsoft Fabric, Power BI Tools, Power Automate…",Indeed
Finance Data Analyst,UW Credit Union,"Madison, WI 53717",4 days ago,https://www.indeed.com/viewjob?jk=fbef2058e96098f7,N/A,N/A,"Work with business units to understand data needs, refine Use Case criteria, identify appropriate data sources and profile data to ensure appropriateness.",Indeed
Data Analyst,SunnyFuture Career Ltd.,"New York, NY 10114",8 days ago,https://www.indeed.com/viewjob?jk=6186d3d704e989d6,N/A,N/A,"Develop data models and implement linked data strategies to enhance data integration across platforms.
Familiarity with linked data concepts and technical…",Indeed
Data analyst,RVA Roofing Services,"Colonial Heights, VA",16 days ago,https://www.indeed.com/viewjob?jk=5c5a131e2c02238d,N/A,N/A,"Strong proficiency in data analysis tools such as Excel, SQL, and data visualisation software.
Utilise statistical techniques and tools to enhance data analysis…",Indeed
Data Analyst,FPM Technologies,"North Chicago, IL",30+ days ago,https://www.indeed.com/viewjob?jk=5c682b8f47f3466b,N/A,N/A,"Experience with big data, data lake and Data warehouse is a plus.
Strong SQL skills to assist with data analysis for new IT projects.",Indeed
Data Analyst,State of Utah,"Salt Lake City, UT 84111",9 days ago,https://www.indeed.com/viewjob?jk=8947d175af9462d1,N/A,N/A,"Demonstrated experience evaluating complex data systems and developing enterprise data strategies.
Assess opportunities to integrate data across existing…",Indeed
Data Analyst,Johnston & Associates,"Thompsons Stn, TN 37179",11 days ago,https://www.indeed.com/viewjob?jk=baf8109b9fd4ff2a,N/A,N/A,"Basic knowledge of statistics and data analysis.
The ideal candidate is analytical, detail-oriented, and proactive, with strong technical skills and a…",Indeed
Quality Data Analyst,Stellantis,"Sterling Heights, MI 48312",Just posted,https://www.indeed.com/viewjob?jk=fe2ff0de7f30f2ef,N/A,N/A,"Chart data as required to define an issue to demonstrate progress of the team.
Perform analysis of warranty data to identify trends, emerging issues, and focus…",Indeed
Data Analyst - Quality Services,Maury Regional Health,"Columbia, TN 38401",Just posted,https://www.indeed.com/viewjob?jk=1d21a40b3f364a69,N/A,N/A,"One year of data management or experience in healthcare related reporting (Preferred).
Knowledge of SQL, statistical analysis, and data visualization software…",Indeed
Data Analyst,Mobile Medical Care,"Rockville, MD 20852",30+ days ago,https://www.indeed.com/viewjob?jk=2a862338a4a3bd1d,N/A,N/A,Data Analyst Careers At Mobile Medical Care Data…,Indeed
Business Intelligence & Data Analyst II,UMSL,"St. Louis, MO 63108",1 day ago,https://www.indeed.com/viewjob?jk=ef04271b4b2b3391,N/A,N/A,"Knowledge of data governance and data quality best practices.
Develop and optimize SQL queries, data extractions, and transformation processes from…",Indeed
Data Analyst II,Cintas,"Mason, OH 45040",Just posted,https://www.indeed.com/viewjob?jk=d919689b0fb87246,N/A,N/A,"Integrate data from multiple data sources or functional areas, ensuring data accuracy and integrity.
Develops and implements data collection systems and…",Indeed
Associate Data Analyst,CoreLend Financial,"Memphis, TN",14 days ago,https://www.indeed.com/viewjob?jk=8c8721582e3b325e,N/A,N/A,"Knowledge of data warehousing concepts and experience with data transformation and modeling.
Perform data validations and quality checks to ensure accuracy and…",Indeed
(USA) Data Analyst II,Vizio,"New York, NY 10118",30+ days ago,https://www.indeed.com/viewjob?jk=dd249c8aed779ad2,N/A,N/A,"Ability to analyze data quality, perform data cleansing, and support data governance practices.
Support data quality management by profiling, cleansing, and…",Indeed
Data Analyst,Quest Global,"Wilson, NC",30+ days ago,https://www.indeed.com/viewjob?jk=37b0c8c346e09c20,N/A,N/A,"5+ years of experience in data analytics.
Experience with SAP data extraction, analysis, and reporting.
Knowledge of MS Excel, including advanced formulas and…",Indeed
Data Analyst II,New Jersey Innovation Institute,"Newark, NJ 07103",3 days ago,https://www.indeed.com/viewjob?jk=7f82b26548f9ff84,N/A,N/A,"Years of Experience Required- Requires minimum (2) two years of experience as a data analyst with proven experience with business intelligence, and data…",Indeed
Data Analyst,Touro University California,"Vallejo, CA 94592",23 days ago,https://www.indeed.com/viewjob?jk=06059247557f32b7,N/A,N/A,"Bachelor’s degree in data science, data management, statistics or a related field.
Strong problem-solving abilities and attention to detail with a focus on data…",Indeed
Data Analyst,Peak6,"Chicago, IL 60604",30+ days ago,https://www.indeed.com/viewjob?jk=4eee9e22a2f6a3a3,N/A,N/A,Experience must include experience with comparing data; analyzing raw data; using SQL transactional and relational databases to assemble and analyze data; and…,Indeed
Data Analyst,Dynamic Interactive Business Systems,"Springfield, IL",30+ days ago,https://www.indeed.com/viewjob?jk=ab06d7a6b94ef2d5,N/A,N/A,Apply : Email @ jobs@dibsysinc.com Or Call +1 (312) 912 -…,Indeed
Quality Data Analyst,Sanford Health,"Fargo, ND 58102",30+ days ago,https://www.indeed.com/viewjob?jk=fc01ef8b6c1232ec,N/A,N/A,"This role includes a significant emphasis on data engineering quality assurance, including validation of data pipelines, structured testing of data…",Indeed
Supply Chain Data Analyst,Tesla,"Palo Alto, CA 94304",30+ days ago,https://www.indeed.com/viewjob?jk=71d936ab7c1e73d0,N/A,N/A,"Develop Python-based automation scripts and data processing pipelines for data extraction, transformation, reporting, and simulation modeling.",Indeed
Energy Data Analyst,Prudential Energy,"Houston, TX",30+ days ago,https://www.indeed.com/viewjob?jk=f55f73da9eca7fda,N/A,N/A,"Accountable for data accuracy in all workflow aspects.
Contract data entry into back office software throughout contract lifecycle.",Indeed
Financial Data Analyst,Iowa Orthopaedic Center PC,"Des Moines, IA",30+ days ago,https://www.indeed.com/viewjob?jk=e166b9cb23cd8eac,N/A,N/A,"High attention to detail and commitment to data accuracy.
Strong understanding of data structures, reporting design, and data quality best practices.",Indeed
Data Analyst,ProAct,"East Syracuse, NY 13057",22 days ago,https://www.indeed.com/viewjob?jk=eb4aac84a0328959,N/A,N/A,"Perform data validation and reconciliation across systems and reports.
Maintain documentation of filings, methodologies, and supporting data.",Indeed
Data Analyst,Inspire11,"Chicago, IL",30+ days ago,https://www.indeed.com/viewjob?jk=e8693e9e5b27e8b2,N/A,N/A,"Assessing and interpreting raw data sets to evaluate trends, data quality, performance metrics, and the accuracy of business logic.
Paid Time Off and Leave.",Indeed
Senior Data Analyst,Digitechlabs,"Plano, TX 75023",4 days ago,https://www.indeed.com/viewjob?jk=15b4e08782bbd857,N/A,N/A,"Role: Data Analyst Experience: 8+ years preferredLocation: Plano, Frisco, TX – Local Candidates Onlyhashtag#W2 Role Top Skills * Tableau * SQL * Data Modeling * …",Indeed
TRC Data Analyst,Grady Health System,"Atlanta, GA 30303",2 days ago,https://www.indeed.com/viewjob?jk=467a7b9cf50c8272,N/A,N/A,"Primary (observational and experimental) and secondary research, data analysis, data science, and data management for research including R programming,…",Indeed
Operations Data Analyst,International Raw Materials LTD,"Philadelphia, PA 19106",4 days ago,https://www.indeed.com/viewjob?jk=d75fb48554582a74,N/A,N/A,"2-5 years of experience in data engineering, data analysis, operations analysis, logistics, systems, or a related technical environment.",Indeed
Sr Data Analyst,Target,"Minneapolis, MN 55403",30+ days ago,https://www.indeed.com/viewjob?jk=034ae52b91d558d2,N/A,N/A,"Solid problem solving, analytical skills, data curiosity, data mining, data creation and consolidation.
Strong experience navigating and integrating data across…",Indeed
Fraud Data and Analytics Analyst - Card Fraud,Regions,"Birmingham, AL 35203",1 day ago,https://www.indeed.com/viewjob?jk=0bb979d68c2eee27,N/A,N/A,"Performs data analysis to help achieve data automation.
Partners with the centralized Data Governance team to implement and support data governance and data…",Indeed
QUALITY DATA ANALYST,McDonough District Hospital,"Macomb, IL 61455",7 days ago,https://www.indeed.com/viewjob?jk=16ecec58e5b6ba1a,N/A,N/A,"Maintain high standards of data integrity and report validation.
Performs data collection, analysis, and monitoring of data to identify business needs, perform…",Indeed
Data Analyst,GOCOOL,"Bellevue, WA",30+ days ago,https://www.indeed.com/viewjob?jk=d3eeb44137cf596b,N/A,N/A,"Develop machine learning, data mining, statistical, and graph-based algorithms.
Leverage data to perform intensive analysis across all areas of our business to…",Indeed
Data Analyst II,Emory Healthcare,"Atlanta, GA 30308",30+ days ago,https://www.indeed.com/viewjob?jk=d8e922dc0707e302,N/A,N/A,"The Analyst will use existing data elements to create meaningful metrics, and independently engage in data exploration to validate findings, identify…",Indeed
Research/Data Analyst,State of Missouri,"Jefferson City, MO 65101",2 days ago,https://www.indeed.com/viewjob?jk=e7c9fc0fa9d52151,N/A,N/A,"Snowflake data architecture and pipeline engineering experience.
Experience with Tableau or other data visualization software.",Indeed
"Data Analyst, Revenue Analytics",Global Medical Response,"Lewisville, TX 75056",30+ days ago,https://www.indeed.com/viewjob?jk=a00cb605e3c5d8cd,N/A,N/A,"Troubleshoot irregular data issues (e.g., Correct non-conforming data relationships or unmapped new data elements).",Indeed
Advanced Data Analyst,State of Kansas - Dept of Health & Environment,"Shawnee County, KS",1 day ago,https://www.indeed.com/viewjob?jk=517110ae4ed90958,N/A,N/A,"Maintain data quality through ongoing data analysis, case detail and sub-details, record deduplication, and implement process improvements that contribute to…",Indeed
Facilities Data Analyst,Southwest Airlines,"Dallas, TX 75235",Just posted,https://www.indeed.com/viewjob?jk=9ac33ab34cb76b23,N/A,N/A,Display knowledge and understanding of data analysis and data visualization tools to create reports and manipulate data from various sources.,Indeed
Data Analyst,City of Newark,"Newark, NJ",30+ days ago,https://www.indeed.com/viewjob?jk=d9dadd89902593b1,N/A,N/A,"Data Quality Oversight: Monitor partner data quality and promote best data entry practices.
Automation: Implement automated data processes to enhance efficiency…",Indeed
"DATA INTELLIGENCE ANALYST (CHARLOTTE, NC)",Foodbuy,"Charlotte, NC 28217",Just posted,https://www.indeed.com/viewjob?jk=4f0c8b820b13565a,N/A,N/A,"Strong attention to detail and commitment to data integrity.
Validate data, perform root-cause analysis, support audits, and resolve data quality issues.",Indeed
Data Analyst,Dealer Source LTD,"New York, NY 10033",17 days ago,https://www.indeed.com/viewjob?jk=010483257ca10fff,N/A,N/A,"Collaborate with cross-functional teams to understand data needs and deliver data-driven solutions.
Ensure data quality and integrity by performing regular…",Indeed
Data Analyst,DJS Financial Services LLC,"Lorton, VA 22079",23 days ago,https://www.indeed.com/viewjob?jk=207bc30e31df815b,N/A,N/A,"Translate data findings into clear, actionable recommendations.
Assist in developing data models and automated reporting processes.
Must be a U.S. Citizen.",Indeed
Data Analyst 1,WCL Group,"Plano, TX",30+ days ago,https://www.indeed.com/viewjob?jk=d823187d5bb80bc9,N/A,N/A,"Design, implement, automate and maintain large scale enterprise data ETL processes.
Modify existing databases and database management systems and/or direct…",Indeed
Analyst Data Reporting (Workday) - Medical School Financial Reporting,Washington University in St. Louis,"St. Louis, MO 63110",4 days ago,https://www.indeed.com/viewjob?jk=9fbc66a6d9e3cf04,N/A,N/A,"Establishes user reports for data frequently requested.
In addition, this position assists with monthly data extracts and reconciliation processes to ensure…",Indeed
Product Data Analyst - Digital Analytics,Hearst Media Services,"Washington, DC",30+ days ago,https://www.indeed.com/viewjob?jk=f1a8549fb6419ece,N/A,N/A,"Experience: 3-5 years of experience in data analytics, digital analytics, or a related field.
You will help translate data into clear insights that support…",Indeed
Business Intelligence Analyst,Caliber,"Lewisville, TX 75056",2 days ago,https://www.indeed.com/viewjob?jk=e72e9d33decaf1df,N/A,N/A,"Experience validating and reconciling data across multiple data sources.
Highly organized with exceptional attention to detail and a commitment to data quality.",Indeed
Data Analyst (PT),Girl Scouts of Western Washington,"Seattle, WA 98108",1 day ago,https://www.indeed.com/viewjob?jk=9b64fafc72d9b916,N/A,N/A,"Associate’s degree in data analytics, data science, statistics, economics, business analytics, or related field.
Council-Wide Reporting and Analysis.",Indeed
Data Analyst,Kodiak Community Health Center,"Kodiak, AK 99615",30+ days ago,https://www.indeed.com/viewjob?jk=5882f7cbb7f1b6d0,N/A,N/A,"The overarching role of the Data Analyst is to review data from primary or secondary data sources, interpret and analyze the data to help improve overall…",Indeed
